var13,offset_rank,flights_rank,solar_rank,ev_rank,pbd_rank,recs_rank,local_rank,bulbs_rank,fridge_rank,trees_rank,recycling_rank,pack_rank,ev_ee,ev_pnb,ev_ne,ev_intent,ev_program_interest,fly_ee,fly_pnb,fly_ne,fly_intent,fly_program_interest,offset_ee,offset_pnb,offset_ne,offset_intent,offset_program_interest,pbd_ee,pbd_pnb,pbd_ne,pbd_intent,pbd_program_interest,recs_ee,recs_pnb,recs_ne,recs_intent,recs_program_interest,solar_ee,solar_pnb,solar_ne,solar_intent,solar_program_interest,foodwaste_ee,foodwaste_pnb,foodwaste_ne,foodwaste_intent,foodwaste_program_interest
606afda2-ffa6-3fe2-80ab-5829127130b3,2,12,6,8,7,1,4,5,3,9,10,11,0.2,0,0.2,0.1,0.3,0.1,0,0.2,0,0,0.1,1,0.1,0,0,0.4,0,0.2,0,0,0.1,1,0.1,0,0.1,0.1,0,0.1,0,0,0.2,0,0.1,0,0
606b0069-24c0-f476-3cfb-b562cc1ab4d1,11,9,4,5,1,10,7,12,8,3,6,2,0.1,1,0.5,0.5,0.9,0.3,0,0.3,0.7,0.6,0.2,1,0.5,0.5,0.5,0.4,1,0.2,0.9,1,0.5,1,0.5,0.5,0.3,0.3,1,0.2,0,0,0.3,1,0.3,1,1
606b01b0-531b-a9cb-88e1-9850dec3ee48,6,12,8,3,11,10,4,2,9,5,1,7,0.3,1,0.5,0.2,0.6,0.7,1,0.5,1,0,0,1,0.3,0.1,0,0.2,1,0.3,0.3,0.5,0.5,1,0.7,0.5,0.3,0.3,0,0.2,0,0,0.2,1,0.3,0.4,0.3
606b016e-8705-9d52-485d-0e4b18c65497,12,2,5,3,1,8,4,10,11,7,9,6,0.2,1,0.1,0.5,0.7,1,1,0.3,1,0.7,0.1,1,0.1,0.5,0.5,0.8,1,0.1,0.7,1,0.5,1,0.3,0.5,0.5,0.4,1,0.3,0.3,0.4,0.7,1,0.7,1,0.8
606b02c7-ce2d-d6d8-1873-f27db2341108,9,12,6,8,4,7,5,2,3,10,1,11,0.1,1,0.1,0.1,0,0,0,0,0,0,0.1,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
606b038e-110c-d99b-05cf-d41e2e325f67,3,8,1,4,12,2,5,11,10,7,9,6,0.3,1,0.4,0.9,0.8,0.2,1,0.4,0.7,0.1,0.3,1,0.6,0.6,0.8,0.2,0,0.2,0,0,0.4,1,0.6,1,1,0.4,1,0.5,0.5,0.9,0.4,1,0.6,0.8,0.9
606b05f9-c255-bdde-1c26-a577c47adef6,6,11,1,5,7,10,12,9,4,3,8,2,0,1,0.3,0.1,1,0.8,1,0.6,0.8,0.7,0.3,1,1,0.2,0.6,0.5,0,0.5,0,0.8,0.2,1,0.8,0.3,0.8,0.2,1,0.7,0.6,0.8,0.4,1,0.7,0.8,0.9
606b059a-50b8-aa3c-ff37-e9c3cc8739e2,1,12,4,9,5,3,2,11,6,7,8,10,0.1,1,0.1,0.9,1,1,0,0.1,0.5,0.1,0,1,0.1,0.1,0.7,0.2,1,0.3,0.8,0.8,0.1,1,0.1,0.7,1,0.1,1,0.1,0.7,1,0.2,1,0.2,0.3,0.6
606b060c-9751-1b62-1d00-74f5a3821bac,12,3,2,4,6,1,5,11,8,10,9,7,0.1,1,0.3,0.3,1,0.8,0,0.2,0,0,0,0,0,0,0,0.3,1,0.3,0,0,0.5,1,0.5,1,1,0.3,1,0.3,0,0,0.5,1,0.5,0.5,1
606b0977-b5bc-437e-870d-e6d166596f0e,5,6,3,1,12,2,10,7,11,4,8,9,0.3,1,0.2,0.9,0.2,0.2,0,0,0,0,0.1,1,1,0.1,0.6,0.6,0,0.1,0,0,0.3,1,0.9,0,0,0.2,1,0.2,0.1,1,0.3,1,0.5,0.5,0.4
606b0be5-6270-fba5-a198-774e3db70919,7,12,2,4,11,6,8,3,10,1,5,9,0.1,0,0.5,0.2,0.5,0.7,0,0.3,0.2,0.2,0.1,0,0.3,0.1,0.2,0.3,0,0.2,0.1,0.1,0.3,1,0.7,0.1,0.7,0.1,1,0.8,0.1,0.5,0.5,1,0.5,1,0.7
606b12b1-6a51-3f5e-6365-40d9363b1a22,12,11,1,3,7,5,6,4,10,8,9,2,0.1,1,0.5,0.5,1,0.3,1,0.7,1,0.9,0.1,0,0.4,0.5,0.6,0.3,1,0.6,1,1,0.3,1,0.9,0.2,0.8,0.3,1,0.9,0.1,0.5,0.4,1,0.7,1,1
606b1273-0d7d-7c3c-2fe7-eaaf6de9ef6d,5,7,3,6,11,4,10,8,12,2,1,9,0.1,1,0.1,0.5,0.9,0,0,0,0.5,0,0.1,1,0.2,0.1,1,0.1,0,0,0.5,0.8,0.2,1,0.1,0,0.5,0,0,0,0,0.5,0.2,1,0.1,0.5,0
606b143f-b13b-31df-3d89-5bda65ba49ec,2,7,3,1,12,9,11,5,10,8,4,6,0.2,1,0.7,0.8,0.6,1,1,0.8,1,0.7,0,1,0.5,0.5,0.5,0.1,0,0.4,0.6,0.4,0.4,1,0.2,0.5,0.5,0.2,1,0.4,0.7,0.5,0.6,1,0.6,0.8,0.6
606b16fc-2c8b-3cfa-7420-f67f984a026c,9,1,3,2,12,6,10,8,7,11,5,4,0.1,0,0.1,0,0.3,0.2,0,0.2,0,0.3,0.1,0,0.1,0,0.3,0.4,0,0.4,0,0.3,0.2,0,0.2,0.1,0.3,0.1,0,0.1,0,0.3,0.4,1,0.4,1,0.8
606b1758-96a1-f0a3-eb2c-84e86f2426ef,12,11,5,9,4,1,7,2,3,10,8,6,0.1,0,0.1,0.4,0.5,0.2,0,0.2,1,0,0,0,0,0,0,0.3,1,0.3,0.6,0.6,0.1,0,0.1,0.4,0.4,0.1,0,0.1,0,0.3,0.2,1,0.2,0.8,0.8
606b178a-19a3-ba67-e7af-8b8a82e8d0a6,4,11,3,1,12,5,10,7,9,6,2,8,0.3,1,0.8,1,1,0.5,0,1,0.9,0.2,0.3,1,1,1,1,0.5,1,0.8,1,1,0.5,1,1,1,1,0.7,1,1,1,1,0.6,1,0.9,1,1
606b187e-4b6d-1e5b-497c-d5bb248f2356,12,8,1,7,11,3,9,5,4,2,6,10,0.1,0,0.1,0,0,1,0,0.1,0,0,0,0,0,0,0,0.3,1,0.3,0.3,1,0.3,0,0.2,0.5,0.4,0.2,0,0.3,0,0,0.4,1,0.4,1,1
606b1944-e9ac-2db5-73be-6454fd702ebe,3,12,2,11,1,4,5,9,7,6,10,8,0.4,1,0.4,0.5,0.1,0.6,1,0.5,0.2,0.5,0.1,1,0.4,0.5,0.5,0.6,1,0.7,1,0,0.4,1,0.2,0.4,0.5,0.5,1,0.2,0.3,0.7,0.6,1,0.6,0.6,0.7
606b1a82-ac1f-e5c1-9e14-e6ed9aa8c533,9,12,10,6,11,8,1,3,7,2,4,5,0.1,1,0,0,0.8,0,1,0,0.5,0.5,0.5,1,0.5,0.5,0.5,0.2,1,0.3,0.5,0.5,0.2,1,0.4,0.4,0.7,0.2,1,0.3,0.5,0.9,0.6,1,0.8,0.8,1
606b1d93-ccd5-da55-999c-8e335adbdc04,4,5,3,12,2,6,1,10,7,8,11,9,0.2,1,0.8,0.9,0.9,0.9,1,0.3,0.9,0,0.1,1,0.2,0.1,0.6,0.4,1,0.3,0.3,0.1,0.1,1,0.5,0.2,0.6,0.2,1,0.2,0,0,0.2,1,0.2,0.6,0.5
606b214e-ca58-6ba8-7239-d6f034986f00,8,12,3,7,9,4,2,10,11,5,1,6,0.3,1,0.1,1,1,0.3,1,0.3,0.3,0.3,0.1,1,0.1,0.2,0.2,0.4,1,0.8,0.3,0.3,0.3,1,0.4,0.7,0.9,0.5,1,0.5,0.8,0.8,0.3,1,0.7,1,0.8
606b22f0-7943-9dc4-690b-07c59f9e21d7,7,11,8,1,10,6,2,4,12,9,5,3,0.1,1,0.3,0.4,0.3,0.7,1,0.4,1,0.6,0.5,1,0.5,0.5,0.5,0.2,0,0.2,0,0,0.2,1,0.2,0.3,0.4,0.2,0,0.3,0,0.2,0.5,1,0.5,0.5,0.6
606b2296-99c9-0a19-cd65-23461cec0999,7,12,2,3,10,1,5,9,11,6,4,8,0,1,1,0,0.7,1,1,1,1,0.8,0.3,1,0.8,0,0.9,0.2,1,0.5,0.1,0.8,0.6,1,0.9,0.1,0.9,0.3,1,0.4,0,0.7,0.4,1,0.4,1,0.8
606b2641-f3e4-ba5c-7caf-d871b8f40bae,4,12,3,10,7,8,9,11,2,1,5,6,0.4,1,0.4,0.6,0.8,0.7,1,0.3,0.4,0.5,0.7,1,0.3,0.7,0.6,0.7,1,0.3,0.8,0.8,0.7,1,0.3,0.7,0.7,0.8,1,0.3,0.5,0.5,0.9,1,0.1,0.9,0.9
606b26cf-5783-b14e-3d73-a2496b0646d9,4,1,2,7,6,3,5,10,9,12,8,11,0.1,0,0.2,0,0.5,0.2,0,0.2,0,0,0,0,0.3,0,0,0.2,0,0.1,0,0,0.7,1,0.9,0.5,0.5,0.2,1,0.7,0,0.5,0.2,1,0.5,0.2,0.7
606b2cf8-8ee7-b461-957e-956c92afa23f,4,7,1,3,12,2,10,6,5,8,11,9,0.2,1,0.3,0.5,0.6,0.3,1,0.3,1,0.5,0.1,1,0.1,0,0.4,0.3,1,0.5,0.8,0.8,0.3,1,0.4,0.6,0.6,0.3,1,0.4,0,0.3,0.2,1,0.2,0.6,0.7
606b2dbc-8220-1083-6a3c-31b63e44bc03,10,11,2,4,12,1,7,9,8,5,3,6,0,1,0.2,0.1,0.8,0.3,0,0.2,0,0,0.1,1,0.4,0,0.3,0.2,0,0.2,0,0,0.4,1,0.6,0.1,0.5,0.2,1,0.6,0,0.3,0.7,1,0.7,0.6,0.9
606b305a-eda3-2bbf-31a5-f2d4c314c52c,12,2,1,9,5,4,6,7,11,8,10,3,0.1,0,0.2,0.1,0.8,0.4,1,0.2,0.6,0.4,0,0,0.4,0,0.1,0.7,1,0.7,0.8,0.5,0.3,1,0.4,0.4,0.7,0.2,1,0.3,0.1,0.8,0.6,1,0.8,0.9,1
606b313f-143a-0fb0-887f-b8f6f6f519a2,3,11,1,9,10,4,8,5,7,12,2,6,0.4,1,0.4,0.3,0,0.3,1,0.3,0.3,0,0.3,0,0.2,0,0,0.5,0,0.5,0.2,0,0.3,1,0.3,0,0,0.3,1,0.5,0,0,0.7,1,0.7,0,0
606b3150-92b0-1829-dc84-53a0ba475161,10,6,11,2,12,7,3,8,9,1,5,4,0.4,0,0.8,0,0.9,0,0,0,0,0.9,0.6,0,0.9,0,0,0.2,0,0.1,0,0,0.4,1,0.9,0,0.3,0.2,0,0.6,0,0,0,0,0,0,0
606b31e2-93e7-5335-4c25-fdebcb62f5a2,8,9,2,5,12,3,1,6,7,11,4,10,0.5,0,0.5,0.5,0.6,0.5,0,0.5,0.3,0.5,0.5,1,0.6,0.5,0.6,0.5,0,0.5,0,0.1,0.5,0,0.5,0.5,0.5,0.5,1,0.5,0.2,0.2,0.5,1,0.5,0.3,0.2
606b3213-515b-9f23-a78e-db3e75ade8ba,1,6,2,4,12,8,5,9,7,11,3,10,0.3,1,0.5,0.7,0.7,0.7,1,0.7,0.7,0.5,0.6,1,0.4,0.7,0.7,0.4,1,0.4,0.7,0.6,0.4,1,0.5,0.6,0.7,0.3,1,0.5,0.7,0.8,0.4,1,0.6,1,0.7
606b34a2-db8d-7ec4-9d13-fb5ff7c6b2bb,6,8,5,7,10,9,11,2,3,4,1,12,0.1,0,0.1,0,0.1,0.1,0,0.1,0,0,0.1,0,0.1,0,0,0.3,0,0.2,0.1,0.1,0.2,0,0.2,0.3,0.4,0.2,0,0.2,0,0,0.3,1,0.3,0.3,0.2
606b36b5-dbd3-c970-c197-c89f0cc2edc5,7,12,3,5,10,1,9,4,8,6,2,11,0.2,1,0.6,0.8,0.8,1,0,0.3,0.2,0,0.2,0,0.2,0.2,0.2,0.4,0,0.3,0.4,0,0.3,1,0.4,0.2,0.5,0.3,1,0.2,0,0.1,0.4,1,0.4,1,0.6
606b38f4-63bd-dfbb-f9ec-da2a1a512d21,6,2,5,11,10,4,9,3,7,8,12,1,0,1,0.4,0.5,1,0.4,1,0.2,0.8,1,0.1,1,0.3,0.8,1,0.1,1,0.2,0.8,1,0.2,1,0.3,1,1,0.2,1,0.2,0.6,0.9,0.2,1,0.3,0.9,1
606b3935-7a07-45ad-fd13-285a4c75f970,4,11,10,2,7,6,12,9,8,3,5,1,0.4,1,0.4,0.6,0.6,0.2,1,0.2,0.6,0.6,0.2,1,0.3,0.4,0.5,0.4,1,0.4,0.5,0.6,0.4,1,0.4,0.7,0.7,0.5,1,0.5,0.7,0.7,0.6,1,0.6,0.8,0.8
606b3c25-5b4b-7b45-4aa3-5478b49a4cc7,4,8,11,2,1,12,10,7,9,6,5,3,0.2,0,0.5,0.6,0.5,0.5,1,0.5,1,0,0.3,1,0.5,0.5,0,0.5,1,0.5,0.5,0,0.5,1,0.5,0.7,0,0.3,0,0.3,0,0,0.7,1,0.6,1,0
606b3f04-d16f-8286-3081-887e9c2f2eb4,1,6,10,12,7,9,4,5,8,2,3,11,0.3,1,0.3,0.4,0.6,0.2,1,0.3,0.4,0.5,0.5,1,0.5,0.6,0.7,0.4,1,0.4,0.4,0.6,0.5,1,0.5,0.5,0.5,0.2,1,0.3,0.3,0.5,0.4,1,0.4,0.6,0.5
606b3fd0-9c25-36e4-27f8-999722920634,12,10,1,3,4,6,2,7,9,11,8,5,0.3,1,0.2,0.5,0.2,1,0,0.7,0.7,0,0.1,1,0,0,0,0.3,0,0.2,0.2,0,0.3,1,0.1,0.1,0.1,0.4,1,0.4,0,0,0.4,1,0.4,0.4,0.2
606b40ff-f57a-b055-3654-ba4455ad5505,1,12,4,6,3,2,7,11,5,9,10,8,0.2,1,0.3,0.9,1,0,1,0.2,0.5,0.6,0,1,0.3,0.8,1,0.1,1,0.2,0.8,1,0.2,1,0.4,0.5,1,0.1,1,0.3,0.5,0.9,0.2,1,0.3,1,1
606b4257-1821-65c4-e142-66bdc9f2d12a,12,11,4,10,5,9,3,8,6,7,1,2,0.3,0,0.1,0.3,0.3,0.5,0,0.1,0.7,0.2,0,0,0,0,0,0.4,0,0.2,0.3,0.1,0.6,1,0.6,0.4,0.4,0.6,0,0.7,0.3,0.4,0.7,1,0.7,0.6,0.6
606b42a2-02f6-f782-2ea3-bbac6b224b22,10,7,11,3,8,4,5,9,12,2,1,6,0.1,1,0.4,0.5,0.7,0,1,0.3,0.2,0.3,0.5,1,0.2,0.5,0.9,0.5,1,0.4,0.3,0.8,0.4,1,0.6,0.1,0.5,0.4,0,0.5,0,0.8,0.2,1,0.2,0.4,0.8
606b43e9-90dc-4078-ab88-1c0d45b32393,8,12,4,1,11,2,9,10,7,3,6,5,1,1,1,0.2,0.4,0.2,1,0.3,0.4,0.3,0,1,0.1,0.4,0.3,0.2,1,0,0.3,0.4,0,1,0.1,0.3,0.4,0.1,1,0.1,0.3,0.3,0.2,0,0.2,0.2,0.3
606b45e9-0364-e163-fc5e-ac512e652673,8,11,6,9,10,4,12,5,2,1,3,7,0,0,0.3,0,0,0.1,1,0.1,0,0,0.1,0,0.1,0,0,0.2,0,0.2,0,0,0.4,1,0.3,0,0,0.2,0,0.2,0,0,0.3,1,0.3,1,1
606b4690-7851-4f63-3ab7-4fb93168a32a,12,10,4,5,11,3,9,8,2,7,1,6,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0.1,0,0.2,0,0.2,0.5,0.6,0.1,0,0.1,0,0,0.1,1,0.1,0.2,0.5
606b46d9-a4b0-f08b-19c3-ec5130072464,4,8,3,11,7,2,1,12,6,9,10,5,0.3,0,0.2,0.7,0.6,0.2,1,0.1,0.9,0.7,0.3,1,0.1,0,0.1,0.6,0,0.3,0.4,0.5,0.5,1,0.6,1,1,0.6,0,0.2,0,0,0.3,1,0.7,0.8,0.7
606b48d8-e0ed-ca04-abd1-200debe38af0,3,11,1,8,12,2,10,5,7,4,6,9,0.3,1,0.2,0.4,0.8,0.4,1,0.1,0.6,1,0.2,1,0.2,0.4,0.6,0,1,0,0.2,0.3,0.2,1,0.2,0.4,0.6,0,1,0,0,0,0.8,1,0.8,1,0.8
606b4978-2dfa-ff17-b15b-fde3fd5eebfa,6,1,11,3,12,4,8,2,5,9,7,10,0.2,1,0.7,0.7,0.6,0.9,0,0.5,0.2,0.3,0.1,1,0.7,0.6,0.7,0.7,1,0.7,0.8,0.5,0.4,1,0.9,0.5,0.7,0.4,1,0.5,0.8,0.8,0.5,1,0.7,1,0.7
606b4a00-6f10-8d1f-26f5-1fa12868cba7,4,10,8,11,12,5,3,7,2,1,6,9,0.2,0,0.3,0,0.1,0,0,0,0,0,0.1,0,0.1,0,0.1,0.3,0,0.3,0,0,0.2,0,0.3,0,0,0.2,0,0.2,0,0,0.3,0,0.3,0,0
606b4f2a-f607-c768-541b-cebb87f936d3,5,9,3,4,10,2,1,7,6,8,11,12,0.2,1,0.2,0.3,1,0.2,0,0.1,0,0,0.3,1,0.3,0,0.6,0.3,1,0.3,0.2,0.2,0.4,1,0.4,0.3,1,0.4,1,0.4,0.2,1,0.8,1,0.8,1,1
606b500e-12de-eabe-7c5b-92f060edb684,8,12,1,5,4,3,2,10,11,9,7,6,0.1,1,0.3,0.1,0.7,1,0,0.1,0.1,0.6,0.3,0,0.3,0.1,0.3,0.6,1,0.7,0.9,1,0.4,1,0.8,1,0.5,0.1,1,0.7,0.1,0.8,0.8,1,0.9,1,1
606b50d7-458d-8564-d31c-130ef3dcc2a8,7,8,10,9,2,6,3,5,4,12,11,1,0.1,0,0,0.2,0.8,0.3,0,0,0,0.1,0,1,0.4,0.1,0.9,0.2,0,0.1,0.1,0,0.1,1,0.3,0.1,0.8,0.1,0,0,0,0.6,0.5,1,0.6,0.9,0.7
606b510a-5709-5820-248c-2c8b81847f36,9,5,12,11,7,8,3,10,6,2,1,4,0.1,0,0.1,0,0,0.2,1,0.1,0.9,0.8,0.1,0,0.1,0,0.1,0.2,1,0.3,0.3,0.4,0.1,1,0.1,0.1,0.1,0.1,0,0.1,0,0,0.1,1,0.1,0.2,0.2
606b58ff-80b0-4360-6ebb-b014e3fc2873,2,10,3,5,9,11,6,12,1,7,4,8,0.3,1,0.8,0.7,0.9,0.1,0,0.4,0.3,0.4,0.1,0,0.2,0.1,0.2,0.1,0,0.2,0,0.3,0.4,1,0.6,0.2,0.4,0.3,1,0.6,0.7,0.8,0.8,1,1,1,0.9
606b592c-0c65-824c-23a1-642b4447de65,9,11,2,8,12,3,10,5,4,6,1,7,0.1,0,0,0,1,0.7,0,0,0,1,0,0,0.1,0,0,0.1,0,0,0,0,0.1,0,0,0,0,0.1,0,0,0,0,0,0,0.1,0,0
606b5954-92ba-b9ea-f0c2-07eab01fa6b3,7,10,12,9,5,3,4,6,8,11,1,2,0.1,0,0,0,0,0.6,0,0.3,0.5,1,0,0,0,0,0,0.5,0,0.5,0,0,0.5,0,0.5,0,0,0.5,0,0.5,0,0,0.5,1,0.4,0.5,0.3
606b596c-aa9d-c9fa-59f6-a8d885b08712,5,11,3,2,10,7,9,4,6,12,1,8,0.1,1,0.6,0.5,0.8,0.2,1,0.6,0.5,0,0.1,1,0.6,0.5,0.5,0.5,1,0.7,0.8,0.7,0.2,1,0.6,0.5,0.5,0.3,1,0.7,0.5,1,0.7,1,0.8,0.8,0.5
606b5bb0-79c6-63d7-a48c-d4df4fa7399c,7,10,4,1,12,3,11,5,8,6,2,9,0.4,1,0.6,0.8,0.6,0.6,1,0.5,0.8,0.6,0.6,1,0.7,0.8,0.6,0.3,1,0.5,0.9,0.6,0.4,1,0.7,0.6,0.6,0.6,1,0.7,0.8,0.6,0.6,1,0.7,0.8,0.6
606b5eb9-7b58-e4a5-41f2-41f17b41d1f8,9,12,1,4,8,2,6,3,10,11,5,7,0.3,0,0.2,0.4,0,0.6,1,0.5,1,0,0.3,0,0.2,0,0,0.6,1,0.6,1,0,0.3,1,0.2,0,0,0.4,0,0.4,0,0,0.7,1,0.7,1,0.6
606b612f-c5b9-6947-3bd7-cdfb933eb574,6,12,1,9,3,2,7,11,10,4,8,5,0.2,1,0.1,0.5,0.6,0.1,1,0.1,0.5,0.6,0.4,1,0.5,0.1,0.7,0.6,1,0.7,0.6,0.7,0.4,1,0.4,0.2,0.5,0.6,1,0.6,0,0.6,0.8,1,0.7,1,0.7
606b619b-5d13-4645-51e5-8c0a12143503,12,9,5,2,8,4,10,6,3,7,1,11,0.1,1,0.3,0.9,0.6,0.8,1,0.5,0.5,0.7,0.1,1,0.3,0.3,0.3,0.3,1,0.3,0.5,0.6,0.2,1,0.2,0.2,0.3,0.1,1,0.2,0.1,0.3,0.7,1,0.7,1,0.7
606b6191-f823-a235-bad4-276a0fa7dd52,3,9,2,1,12,6,8,11,10,7,4,5,0.2,1,0.5,0.6,0.9,0.2,1,0.4,0.6,0.7,0.5,1,0.7,0.8,0.9,0.7,1,0.9,0.9,1,0.2,0,0.4,0.2,0.3,0.4,1,0.4,0,0.2,0.6,1,0.7,1,1
606b6203-4aca-2f87-a7d6-6822d438e8e9,1,9,8,10,12,2,3,4,5,7,6,11,0.1,0,0.1,0,0,0.8,1,0.8,0.9,0.9,0.1,1,0.2,0.2,0.3,0.3,1,0.3,0,0,0.5,1,0.5,0.4,0.5,0.6,0,0.4,0,0,0.5,1,0.5,0.5,0.5
606b63a2-4b2c-23bd-c95d-cd89ef6e60fc,8,9,4,3,12,5,10,7,11,2,1,6,0.3,1,0.6,1,1,0.2,1,0.4,0.3,0.5,0.2,1,0.3,0.6,0.6,0.2,1,0.2,0.3,0.4,0.4,1,0.4,0.7,0.8,0.4,1,0.4,0.7,0.7,0.4,1,0.5,0.5,0.7
606b6cf4-3cd4-e272-48e6-ec2d671a502d,3,8,6,2,1,7,5,10,9,4,11,12,0.2,1,0.3,0.6,0.9,0.2,1,0.2,1,0.5,0.1,1,0.2,0.6,0.9,0.3,1,0.3,1,0.2,0.2,1,0.3,0.7,0.9,0.1,1,0.2,0.5,0.9,0.2,1,0.5,1,0.8
606b6cf1-1c30-e58d-587d-6ba75edf2be0,7,10,4,8,12,5,11,3,2,9,1,6,0.2,1,0.3,0.3,0.4,0.2,0,0.2,0.2,0.2,0.1,1,0.1,0.2,0.2,0.3,1,0.3,0.5,0.5,0.3,1,0.3,0.5,0.5,0.1,1,0.2,0,0.1,0.4,1,0.4,0.5,0.5
606b6e92-d60f-6ed2-e6ec-4810ae7cf2df,12,10,4,7,3,6,8,5,9,11,2,1,0.1,0,0.2,0.6,0,0.1,0,0.3,0.6,0,0,0,0.2,0,0,0.7,0,0.4,0.8,0.2,0.1,1,0.4,0.3,0.3,0.1,0,0.1,0,0,0.4,1,0.3,0.5,0.2
606b7606-4ead-2cd0-a077-e62f78a1c8da,1,9,2,4,11,3,6,12,8,5,10,7,0.2,1,0.2,0.5,0.2,0.6,1,0.8,0.5,0.5,0.3,1,0.1,0.3,0.4,0.5,1,0.4,0.5,0.5,0.5,1,0.4,0.5,0.2,0.5,1,0.7,0.7,0.5,0.5,1,0.4,0.5,0.2
606b76fd-444d-cb77-0b08-280d55267996,12,8,1,2,4,6,9,7,3,10,11,5,0.1,1,0.3,0,0,1,1,1,0,0,0,0,0,0,0,0.2,0,0.3,0,0,0.2,1,0.3,0,0,0.2,1,0.4,0,0.1,0.3,1,0.3,0,0
606b7b57-063c-96be-5132-3e61aca580bd,10,2,3,11,1,8,5,9,7,4,6,12,0.3,1,0.5,0.7,0.5,0.2,0,0.4,0.5,0.4,0.5,1,0.4,0.4,0.2,0.2,1,0.4,0.5,0.5,0.5,0,0.4,0.5,0.4,0.4,0,0.3,0.6,0.3,0.7,1,0.4,0.8,0.5
606b7b80-d41c-1237-a41e-039ee2763c3a,4,5,2,7,6,1,8,12,3,11,10,9,0.1,1,0.7,0.1,0.8,0,0,0.2,0.1,1,0,1,0.5,0.2,1,0.3,1,0.3,0.3,1,0.3,1,0.9,0.3,1,0.2,1,0.8,0.1,1,0.2,1,1,0.3,1
606b7bbc-5c5a-f5b9-9eeb-7b40453a1730,12,7,2,3,6,1,11,5,4,8,9,10,0.1,1,0.3,0.3,1,0.1,0,0.1,0.7,0.7,0,1,0,0,0.5,0.4,0,0.2,0.2,1,0.3,1,0.3,0.5,0.7,0.2,1,0.2,0.5,1,0.3,1,0.3,0.5,0.7
606b7d76-42af-ce2e-502c-d416e6858467,10,2,4,8,12,3,9,5,11,7,1,6,0.1,0,0.1,0.5,0.5,0.3,0,0.1,0,0,0,1,0,0.3,0.5,0.4,0,0.3,0.4,0.5,0.5,1,0.6,1,1,0.3,1,0.2,0,0,0.2,1,0.3,0.4,0.6
606b7ee0-7676-e707-7709-ff32755a892d,11,7,2,4,5,1,12,8,9,10,6,3,0.1,1,1,0.5,0,0.8,0,0,0,0,0,1,0.6,0,0,0.5,0,0.2,0,0,0.2,0,1,0.5,0.3,0.1,1,0.3,0,0.6,0.2,1,0.2,0.8,0.5
606b8157-ce20-a3cc-89c7-2d1cd4f21198,5,12,2,10,11,3,4,6,8,9,7,1,0.2,1,0.2,0.4,0.7,0.8,0,0.2,0.2,0.7,0.3,1,0.8,0.1,0.9,0.3,0,0.2,0,0.1,0.4,1,0.3,0.5,0.8,0.3,1,0.2,1,1,0.6,1,0.5,0.9,1
606b8184-faa0-530f-d421-60d2b733386f,7,2,6,3,1,8,5,11,10,9,12,4,0.3,1,0.7,0.5,0.8,0.2,1,0.3,1,0.8,0.3,1,0.9,0.6,1,0.3,1,0.5,1,0,0.4,1,0.9,0.2,0.8,0.4,1,0.7,0.2,0,0.5,1,0.7,0.9,1
606b8299-7d3a-0f16-3bd6-dedb35ece4ce,9,10,5,12,8,11,6,1,2,3,4,7,0.1,0,0.7,0,0,0.7,0,0.5,0.1,0.1,0,1,0.3,0.1,0.1,0.7,0,0.1,0.7,0.2,0.1,1,0.7,0.3,0.6,0.1,1,0.5,0,0.1,0.5,1,0.6,0.4,0
606b84a1-232b-f82b-cbba-622c7fa1b382,10,5,9,8,12,7,11,2,4,3,1,6,0.3,0,0.3,0.3,0.7,0.2,0,0.3,1,0,0,0,0.1,0,0,0.2,1,0.3,0.6,0,0.2,0,0.2,0.1,0.4,0.1,0,0.2,0,0.3,0.6,1,0.6,1,0
606b857f-4003-de3c-c502-1f19a2e3d95c,7,12,2,5,9,3,4,8,10,11,1,6,0.4,1,0.2,0.8,0.5,0.2,0,0.3,0.6,0.3,0.2,1,0.3,0.4,0.2,0.3,0,0.2,0,0,0.5,1,0.5,0.2,0.3,0.3,1,0.5,0,0.3,0.3,1,0.5,0.4,0.3
606b87db-bd81-6a0f-ba77-c8e50dd09ac1,7,4,2,1,9,5,11,10,6,8,3,12,0.1,1,0.4,0.1,0.3,0.3,1,0.4,0.3,0.5,0.4,1,0.5,0.4,0.3,0.4,1,0.4,0.4,0.4,0.1,0,0.4,0.4,0.2,0.5,0,0.4,0.1,0.4,0.4,0,0.4,0.1,0.4
606b8945-c677-ea5b-ef7a-37329aeca110,3,4,2,9,12,1,10,8,7,5,6,11,0.1,0,0.4,0.1,0.2,0.3,0,0.3,0.2,0.3,0.1,0,0.3,0.2,0.2,0.2,0,0.2,0.2,0.1,0.2,0,0.3,0.2,0.4,0.2,0,0.3,0,0,0.4,0,0.4,0.4,0.4
606b8f9a-6d5b-da8a-86b6-b0919b2bccd1,1,9,7,5,3,4,11,12,2,8,6,10,0.2,1,1,0.5,0.8,0.4,1,0.7,1,0,0.1,1,0.3,0.2,0.2,0.3,1,0.6,0.4,0.3,0.3,1,0.7,0.2,0.4,0.2,1,0.7,0.2,0.3,0.4,1,0.6,0.6,0.5
